CUENTA	DESCRIPCION	RUBRO
117.010101.0401     	CAJA MOV.DIARIO-D.I.-AGENCIA DANLI                                                                                                                    	1170101010001       
117.010101.0403     	CAJA MOV.DIARIO-D.I.-AGENCIA JUTICALPA                                                                                                                	1170101010001       
117.010101.0404     	CAJA MOV.DIARIO-D.I.-AGENCIA CATACAMAS                                                                                                                	1170101010001       
117.010101.0405     	CAJA MOV.DIARIO-D.I.-AGENCIA SAN ESTEBAN                                                                                                              	1170101010001       
117.010101.0406     	CAJA MOV.DIARIO-D.I.-CN- TROJES EL PARAISO                                                                                                            	1170101010001       
117.010101.0407     	CAJA MOV.DIARIO-D.I.-CN- CULMÍ                                                                                                                        	1170101010001       
117.010101.0408     	CAJA MOV.DIARIO-D.I.-CN. CAMPAMENTO                                                                                                                   	1170101010001       
117.010101.05       	CAJA MOV.DIARIO-D.I.-ZONA OCCIDENTE                                                                                                                   	1170101010001       
117.010101.0501     	CAJA MOV.DIARIO-D.I.-AG.LA ENTRADA COPAN-COPAN                                                                                                        	1170101010001       
117.010101.0502     	CAJA MOV.DIARIO-D.I.-AGENCIA SANTA ROSA DE COPAN-COPAN                                                                                                	1170101010001       
117.010101.0503     	CAJA MOV.DIARIO-D.I.-AGENCIA SANTA BARBARA                                                                                                            	1170101010001       
117.010101.0504     	CAJA MOV.DIARIO-D.I.-AGENCIA LA FLECHA STA BARBARA                                                                                                    	1170101010001       
117.010101.0505     	CAJA MOV.DIARIO-D.I.-AGENCIA GRACIAS/LEMPIRA                                                                                                          	1170101010001       
117.010101.0506     	CAJA MOV.DIARIO-D.I.-CN SAN LUIS SANTA BARBARA                                                                                                        	1170101010001       
117.010101.0507     	CAJA MOV.DIARIO-D.I.-AGENCIA SAN MARCOS OCOTEPEQUE                                                                                                    	1170101010001       
117.0102            	COLATERAL DE DEPOSITO DE DISPONIBILIDAD INMEDIATA                                                                                                     	1170102000000       
117.010201          	CAJA RESERVA-D.I.-ZONA CENTRO                                                                                                                         	1170102010000       
117.010201.01       	CAJA RESERVA-D.I.-OFIC.PRINCIPAL                                                                                                                      	1170102010001       
117.010201.02       	CAJA RESERVA-D.I.-AG.KENNEDY-TEGA                                                                                                                     	1170102010001       
117.010201.03       	CAJA RESERVA-D.I.-AG.SAN ISIDRO-TEGA                                                                                                                  	1170102010001       
117.010201.04       	CAJA RESERVA-D.I.-AG.CENTRO-TEGA                                                                                                                      	1170102010001       
117.010201.05       	CAJA RESERVA-D.I.-AG.SANTA FE-TEGA                                                                                                                    	1170102010001       
117.010201.06       	CAJA RESERVA-D.I.-AG.PEDREGAL TEGA                                                                                                                    	1170102010001       
117.010201.07       	CAJA RESERVA-D.I.-AGENCIA AVE.LA PAZ-TGU                                                                                                              	1170102010001       
117.010201.08       	CAJA RESERVA-D.I.-AG.COMAYAGUA TEGA                                                                                                                   	1170102010001       
117.010201.09       	CAJA RESERVA-D.I.-AG.SIGUATEPEQUE                                                                                                                     	1170102010001       
117.010201.10       	CAJA RESERVA-D.I.-AG.MALL PREMIER TEGA                                                                                                                	1170102010001       
117.010201.11       	CAJA RESERVA-D.I.- CN SAN LUIS COMAYAGUA                                                                                                              	1170102010001       
117.010201.12       	CAJA RESERVA-D.I.-AG.TALANGA                                                                                                                          	1170102010001       
117.010201.13       	CAJA RESERVA-D.I.-CN LA ESPERANZA                                                                                                                     	1170102010001       
117.010202          	CAJA RESERVA-D.I.-ZONA NORTE                                                                                                                          	1170102010001       
117.010202.01       	CAJA RESERVA-D.I.-AGENCIA SANTA ANITA-SPS                                                                                                             	1170102010001       
117.010202.02       	CAJA RESERVA-D.I.-AGENCIA SATELITE-SPS                                                                                                                	1170102010001       
117.010202.03       	CAJA RESERVA-D.I.-AGENCIA MEDINA CONCEPCION-SPS                                                                                                       	1170102010001       
117.010202.04       	CAJA RESERVA-D.I.-AGENCIA VILLANUEVA-M/E-SPS                                                                                                          	1170102010001       
117.010202.05       	CAJA RESERVA-D.I.-AGENCIA PUERTO CORTES-M/E SPS                                                                                                       	1170102010001       
117.010202.06       	CAJA RESERVA-D.I.-AGENCIA PROGRESO-M/E SPS                                                                                                            	1170102010001       
117.010202.07       	CAJA RESERVA-D.I.-AGENCIA LA CEIBA-M/E SPS                                                                                                            	1170102010001       
117.010202.08       	CAJA RESERVA-D.I.-AGENCIA TOCOA-M/E SPS                                                                                                               	1170102010001       
117.010202.09       	CAJA RESERVA-D.I.-AGENCIA YORO-SPS                                                                                                                    	1170102010001       
117.010202.11       	CAJA RESERVA-D.I.-AGENCIA CHOLOMA-CORTES                                                                                                              	1170102010001       
117.010202.12       	CAJA RESERVA-D.I.-CN PEÑA BLANCA                                                                                                                      	1170102010001       
117.010202.13       	CAJA RESERVA-D.I.-AGENCIA OLANCHITO                                                                                                                   	1170102010001       
117.010202.14       	CAJA RESERVA-D.I.-AGENCIA TELA                                                                                                                        	1170102010001       
117.010202.15       	CAJA RESERVA-D.I.-AGENCIA MEGAMALL                                                                                                                    	1170102010001       
117.010202.16       	CAJA RESERVA-D.I.-CENTRO DE NEGOCIOS CUYAMEL                                                                                                          	1170102010001       
117.010202.17       	CAJA RESERVA-D.I.-AGENCIA PEÑA BLANCA                                                                                                                 	1170102010001       
117.010202.18       	CAJA RESERVA-D.I.-CN MORAZÁN                                                                                                                          	1170102010001       
117.010202.19       	CAJA RESERVA-D.I.-CN SONAGUERA                                                                                                                        	1170102010001       
117.010202.20       	CAJA RESERVA-D.I.-CN COFRADÍA                                                                                                                         	1170102010001       
117.010203          	CAJA RESERVA-D.I.-ZONA SUR                                                                                                                            	1170102010001       
117.010203.01       	CAJA RESERVA-D.I.-AGENCIA CHOLUTECA                                                                                                                   	1170102010001       
117.010203.02       	CAJA RESERVA-D.I.-AGENCIA NACAOME                                                                                                                     	1170102010001       
117.010203.03       	CAJA RESERVA-D.I.-CN EL TRIUNFO                                                                                                                       	1170102010001       
117.010204          	CAJA RESERVA-D.I.-ZONA ORIENTE                                                                                                                        	1170102010001       
117.010204.01       	CAJA RESERVA-D.I.-AGENCIA DANLI                                                                                                                       	1170102010001       
117.010204.03       	CAJA RESERVA-D.I.-AGENCIA JUTICALPA                                                                                                                   	1170102010001       
117.010204.04       	CAJA RESERVA-D.I.-AGENCIA CATACAMAS M/E                                                                                                               	1170102010001       
117.010204.05       	CAJA RESERVA-D.I.-AGENCIA SAN ESTEBAN M/E                                                                                                             	1170102010001       
117.010204.06       	CAJA RESERVA-D.I.-AGENCIA CN TROJES EL PARAISO M/E                                                                                                    	1170102010001       
117.010204.07       	CAJA RESERVA-D.I.-AGENCIA CN CULMÍ                                                                                                                    	1170102010001       
117.010204.08       	CAJA RESERVA-D.I.-CN CAMPAMENTO                                                                                                                       	1170102010001       
117.010205          	CAJA RESERVA-D.I.-ZONA OCCIDENTE                                                                                                                      	1170102010001       
117.010205.01       	CAJA RESERVA-D.I.-AGENCIA LA ENTRADA COPAN M/E                                                                                                        	1170102010001       
117.010205.02       	CAJA RESERVA-D.I.-AGENCIA SANTA ROSA DE COPAN                                                                                                         	1170102010001       
117.010205.03       	CAJA RESERVA-D.I.-AGENCIA SANTA BARBARA M/E                                                                                                           	1170102010001       
117.010205.04       	CAJA RESERVA-D.I.-AGENCIA LA FLECHA STA BARBARA M/E                                                                                                   	1170102010001       
117.010205.05       	CAJA RESERVA-D.I.-AGENCIA GRACIAS/LEMPIRA M/E                                                                                                         	1170102010001       
117.010205.06       	CAJA RESERVA-D.I.-CN SAN LUIS SB M/E                                                                                                                  	1170102010001       
117.010205.07       	CAJA RESERVA-D.I.-AGENCIA SAN MARCOS OCOTEPEQUE                                                                                                       	1170102010001       
117.02              	DEPOSITOS EN EL BANCO CENTRAL                                                                                                                         	1170200000000       
117.0201            	CUENTA DE ENCAJE                                                                                                                                      	1170201000000       
117.020101          	CUENTA ENCAJE-B.C.H.-CENTRO M/N                                                                                                                       	1170201010000       
117.020102          	CUENTA ENCAJE-B.C.H.-NORTE M/N                                                                                                                        	1170201010001       
117.020103          	CUENTA ENCAJE-B.C.H.-CENTRO M/E                                                                                                                       	1170201020000       
117.0202            	INVERSION DE REGISTRO CONTABLE EN EL BCH                                                                                                              	1170202000000       
117.020201          	INVERSION DE REGISTRO CONTABLE EN EL BCH-M/N                                                                                                          	1170202010000       
117.020202          	INVERSION DE REGISTRO CONTABLE EN EL BCH-M/E                                                                                                          	1170202020000       
117.03              	DEPOSITOS EN INSTITUCIONES FINANCIERAS DEL EXTERIOR                                                                                                   	1170300000000       
117.0301            	COLATERAL DE DEPOSITOS DE DISPONBILIDAD INMEDIATA M/E                                                                                                 	1170301000000       
117.030101          	COLATERAL DE DEPOSITOS DE DISPONIBILIDAD INMEDIATA                                                                                                    	1170301010000       
117.030101.01       	DEP.BANCOS DEL EXT.-D.I.-ZONA CENTRO M/E                                                                                                              	1170301010001       
117.030102          	CUENTA DE ENCAJE-M/E                                                                                                                                  	1170301020000       
117.030102.01       	CUENTA DE ENCAJE-ZONA CENTRO                                                                                                                          	1170301020000       
117.030201          	PARA COLATERAL DE DEPOSITOS DE DISPONIBILIDAD INMEDIATA                                                                                               	1170302010000       
117.030201.01       	PARA COLATERAL DE DISP.INMEDIATA-WACHOVIA BANK N.A.                                                                                                   	1170302010100       
119                 	DISPONIBILIDADES RESTRINGIDAS                                                                                                                         	1190000000000       
119.01              	DISP.RESTRINGIDAS-GARANTIZANDO OBLIGACIONES                                                                                                           	1190100000000       
119.0101            	DISP.RESTRING.GARANTIZANDO DPTOS.INSTITUC.FINANC.INTERIOR                                                                                             	1190101000000       
119.010101          	GARANTIZANDO DEPOSITOS EN BANCOS COMERCIALES                                                                                                          	1190101010000       
119.010101.01       	GARANTIZANDO DEPOSITOS EN BANCO ATLANTIDA                                                                                                             	1190101010100       
119.0102            	GARANTIZANDO DPTOS.EN INSTIT.FINANC.EXTERIOR                                                                                                          	1190102000000       
119.010299          	GARANTIZANDO DPTOS.EN OTRAS INSTITUCIONES                                                                                                             	1190102990000       
119.0103            	GARANTIZANDO DPTOS.EN ADMINISTR.FONDOS DE PENSIONES                                                                                                   	1190103000000       
119.010301          	DEPOSITOS EN FONDOS DE PRESTACIONES SOCIALES                                                                                                          	1190103010000       
119.010301.01       	GARANTIZANDO DEPOSITOS EN RAP-PASIVO LABORAL                                                                                                          	1190103010100       
12                  	INVERSIONES FINANCIERAS                                                                                                                               	1200000000000       
121                 	INVERSIONES FINANCIERAS A COSTO AMORTIZADO                                                                                                            	1210000000000       
121.01              	INVERSIONES OBLIGATORIAS                                                                                                                              	1210100000000       
121.0101            	BONOS GENERALES BANCO CENTRAL DE HONDURAS                                                                                                             	1210101000000       
121.010101          	INVERSION EN BONOS BCH-ZONA CENTRO-MN                                                                                                                 	1210101000001       
121.010102          	INVERSION EN BONOS BCH-ZONA NORTE-MN                                                                                                                  	1210101000002       
121.0102            	LETRAS DEL BANCO CENTRAL DE HOMDURAS                                                                                                                  	1210102000000       
121.010201          	INVERSION EN LETRAS BCH-ZONA CENTRO                                                                                                                   	1210102000001       
121.010202          	INVERSION EN LETRAS BCH-ZONA NORTE                                                                                                                    	1210102000002       
121.0103            	BONOS DEL GOBIERNO CENTRAL                                                                                                                            	1210103000000       
121.010301          	BONOS DEL GOBIERNO CENTRAL-ENCAJABLES                                                                                                                 	1210103010000       
121.010401          	COLATERAL DE DEPOSITOS-D.I.-ZONA CENTRO-M/E                                                                                                           	1210104010000       
121.010401.01       	COLATERAL DE DEPOSITOS-D.I.-M/E BCIE                                                                                                                  	1210104010100       
121.0199            	OTRAS INVERSIONES                                                                                                                                     	1210199000000       
121.019901          	OTRAS INVERSIONES-ZONA CENTRO                                                                                                                         	1210199010000       
121.02              	INVERSIONES NO OBLIGATORIAS                                                                                                                           	1210201000000       
121.0201            	BONOS GENERALES BANCO CENTRAL DE HONDURAS                                                                                                             	1210201010000       
121.020101          	BONOS GENERALES BANCO CENTRAL DE HONDURAS-ZONA CENTRO                                                                                                 	1210201010000       
121.020102          	BONOS GENERALES BANCO CENTRAL DE HONDURAS-ZONA NORTE                                                                                                  	1210201010001       
121.0202            	LETRAS DEL BANCO CENTRAL DE HONDURAS                                                                                                                  	1210202000000       
121.020201          	INVERSION EN LETRAS BCH-ZONA CENTRO                                                                                                                   	1210202010000       
121.020202          	INVERSION EN LETRAS BCH-ZONA NORTE                                                                                                                    	1210202020000       
121.0203            	VALORES GARATIZADOS POR EL GOBIERNO CENTRAL                                                                                                           	1210202020000       
121.020301          	BONOS DEL GOBIERNO CENTRAL-NO ENCAJABLES                                                                                                              	1210203010000       
121.0208            	INSTRUMENTOS EMITIDOS POR INSTITUC.FINANCIERAS DEL INTERIOR                                                                                           	1210208000000       
121.020801          	INSTRUMENTOS EMITIDOS POR BANCOS COMERCIALES                                                                                                          	1210208010000       
121.020801.01       	INSTRUM. EMITIDOS POR FINANCIERAS NAC.-ATLANTIDA                                                                                                      	1210208010001       
121.020801.02       	INSTRUM. EMITIDOS POR FINANCIERAS NAC.-B.A.C.                                                                                                         	1210208020000       
121.020801.03       	INSTRUM. EMITIDOS POR FINANCIERAS NAC.-LAFISE                                                                                                         	1210208020001       
121.020801.04       	INSTRUM. EMITIDOS POR FINANCIERAS NAC.-BANPAIS                                                                                                        	1210208020001       
121.020801.05       	INSTRUM. EMITIDOS POR FINANCIERAS NAC.-DAVIVIENDA                                                                                                     	1210208020001       
121.020801.06       	INSTRUM. EMITIDOS POR FINANCIERAS NAC.-FICENSA                                                                                                        	1210208020001       
121.020801.07       	INSTRUM. EMITIDOS POR FINANCIERAS NAC.-FICOHSA                                                                                                        	1210208020001       
121.0299            	OTRAS INVERSIONES                                                                                                                                     	1210299000000       
121.029901          	OTRAS INVERSIONES-M/N                                                                                                                                 	1210299010000       
121.029902          	OTRAS INVERSIONES-ZONA NORTE                                                                                                                          	1210299010000       
121.03              	INVERSIONES DE FONDOS ESPECIALES                                                                                                                      	1210300000000       
121.0301            	FONDO DE PRESTACIONES SOCIALES                                                                                                                        	1210301000000       
121.030101          	FONDO DE PRESTACIONES SOCIALES M/N                                                                                                                    	1210301010000       
121.0302            	FONDO DE GARANTIAS RECIPROCAS                                                                                                                         	1210302000000       
121.030201          	FONDO DE GARANTIAS RECIPROCAS-M/N                                                                                                                     	1210302010000       
122                 	INVERSIONES FINANCIERAS A VALOR RAZONABLE                                                                                                             	1220000000000       
122.01              	INVERSIONES FINANCIERAS MANTENIDAS PARA NEGOCIAR                                                                                                      	1220100000000       
122.0105            	ACCIONES Y PARTICIPACIONES                                                                                                                            	1220105000000       
122.010501          	EN INSTITUCIONES DEL SISTEMA FINANCIERO                                                                                                               	1220105010000       
122.010501.01       	COSTO DE LA INVERSION                                                                                                                                 	1220105010100       
122.010501.02       	ACTUALIZACIONES POR METODO DE PARTICIPACION                                                                                                           	1220105010200       
122.010502          	EN SOCIEDADES PERTENECIENTES AL MISMO GRUPO FINANCIERO                                                                                                	1220105020000       
122.010502.01       	COSTO DE LA INVERSION                                                                                                                                 	1220105020100       
122.010502.02       	ACTUALIZACIONES POR METODO DE PARTICIPACION                                                                                                           	1220105020200       
122.010503          	DE OTRAS INSTITUCIONES SUPERVISADAS POR LA CNBS                                                                                                       	1220105030000       
122.010503.01       	COSTO Y ACTUALIZACION DE LA INVERSION                                                                                                                 	1220105030100       
122.010504          	INSTITUCIONES NO SUPERVISADAS POR LA CNBS                                                                                                             	1220105040000       
122.010504.01       	INVERSIONES DE FONDOS ESPECIALES                                                                                                                      	1220105020000       
122.010504.02       	DEL FONDO DE PRESTACIONES SOCIALES                                                                                                                    	1220105040200       
122.010504.0201     	DEL FONDO DE PRESTACIONES SOCIALES                                                                                                                    	1220105040201       
122.010599          	DE OTRAS SOCIEDADES MERCANTILES                                                                                                                       	1220105990000       
122.010599.01       	COSTO DE LA INVERSION                                                                                                                                 	1220105990100       
123                 	INVERSIONES FINANCIERAS DESIGNADAS AL COSTO                                                                                                           	1230000000000       
123.05              	ACCIONES Y PARTICIPACIONES                                                                                                                            	1230500000000       
123.0501            	EN INSTITUCIONES DEL SISTEMA FINANCIERO                                                                                                               	1230501000000       
123.050101          	COSTO Y ACTUALIZACIÓN DE LA INVERSIÓN                                                                                                                 	1230501010000       
123.050102          	ACTUALIZACIONES POR MÉTODO DE PARTICIPACIÓN                                                                                                           	1230501020000       
123.0502            	EN SOCIEDADES PERTENECIENTES AL MISMO GRUPO FINANCIERO                                                                                                	1230501020000       
123.050201          	COSTO Y ACTUALIZACIÓN DE LA INVERSIÓN                                                                                                                 	1230502010000       
123.050202          	ACTUALIZACIONES POR MÉTODO DE PARTICIPACIÓN                                                                                                           	1230502020000       
123.0503            	EN OTRAS INSTITUCIONES SUPERVISADAS POR LA CNBS                                                                                                       	1230503000000       
123.050301          	COSTO Y ACTUALIZACIÓN DE LA INVERSIÓN                                                                                                                 	1230503010000       
123.050301.01       	ACCIONES EN CONFIANZA S.A.                                                                                                                            	1230503010100       
123.050302          	ACTUALIZACIONES POR MÉTODO DE PARTICIPACIÓN                                                                                                           	1230503020000       
123.0504            	INSTITUCIONES NO SUPERVISADAS POR LA CNBS                                                                                                             	1230504000000       
123.050401          	EN OTRAS SOCIEDADES MERCANTILES                                                                                                                       	1230504010000       
123.050401.01       	COSTO Y ACTUALIZACIÓN DE LA INVERSIÓN                                                                                                                 	1230504010100       
123.050401.02       	ACTUALIZACIONES POR MÉTODO DE PARTICIPACIÓN                                                                                                           	1230504010200       
123.050402          	ENTIDADES DE PROPÓSITO ESPECIAL                                                                                                                       	1230504020000       
123.0599            	OTRAS ENTIDADES                                                                                                                                       	1230599000000       
123.059901          	COSTO Y ACTUALIZACIÓN DE LA INVERSIÓN                                                                                                                 	1230599010000       
123.059902          	ACTUALIZACIONES POR MÉTODO DE PARTICIPACIÓN                                                                                                           	1230599020000       
128                 	RENDIMIENTOS FINANCIEROS POR COBRAR S/INVERSIONES FINANC.                                                                                             	1280000000000       
128.01              	INVERSIONES FINANCIERAS A COSTO AMORTIZADO                                                                                                            	1280100000000       
128.0101            	INVERSIONES FINANCIERAS A COSTO AMORTIZADO                                                                                                            	1280101000000       
128.010101          	INVERSIONES OBLIGATORIAS M/N                                                                                                                          	1280101010000       
128.010102          	INVERSIONES OBLIGATORIAS M/E                                                                                                                          	1280101020000       
128.0102            	INVERSIONES NO OBLIGATORIAS A COSTO AMORTIZADO                                                                                                        	1280102000000       
128.010208          	S/INSTRUMENTOS EMITIDOS POR BANCOS COMERCIALES                                                                                                        	1280102080000       
128.010208.01       	INTS POR COB.S/INSTRUM.EMITIDOS FINANC.NAC-ATLANTIDA                                                                                                  	1280102080001       
128.010208.02       	INTS POR COB.S/INSTRUM.EMITIDOS FINANC.NAC-BAC                                                                                                        	1280102080001       
128.010208.03       	INTS POR COB.S/INSTRUM.EMITIDOS FINANC.NAC-LAFISE                                                                                                     	1280102080001       
128.010208.04       	INTS POR COB.S/INSTRUM.EMITIDOS FINANC.NAC-DAVIVIENDA                                                                                                 	1280102080001       
128.010208.05       	INTS POR COB.S/INSTRUM.EMITIDOS FINANC.NAC-FICOHSA                                                                                                    	1280102080001       
128.010208.06       	INTS POR COB.S/INSTRUM.EMITIDOS FINANC.NAC-FICENSA                                                                                                    	1280102080001       
129                 	(ESTIMACIÓN DETERIORO ACUMULADO INVERSIONES FINANCIERAS)                                                                                              	1290000000000       
129.01              	(INVERSIONES FINANCIERAS A COSTO AMORTIZADO)                                                                                                          	1290100000000       
129.0101            	(INVERSIONES OBLIGATORIAS)                                                                                                                            	1290101000000       
129.010101          	BONOS GENERALES DEL BANCO CENTRAL DE HONDURAS                                                                                                         	1290101010000       
129.010101.01       	BONOS GENERALES DEL BCH-M/N                                                                                                                           	1290101010100       
129.010101.02       	BONOS GENERALES DEL BCH-M/E                                                                                                                           	1290101010200       
13                  	PRESTAMOS DESCUENTOS Y NEGOCIACIONES                                                                                                                  	1300000000000       
131                 	VIGENTES                                                                                                                                              	1310000000000       
131.01              	PRESTAMOS A LA VISTA                                                                                                                                  	1310100000000       
131.0101            	PRESTAMOS A LA VISTA-VIGENTES-ZONA CENTRO-M/N                                                                                                         	1310100000001       
131.0102            	PRESTAMOS A LA VISTA-VIGENTES-ZONA NORTE-M/N                                                                                                          	1310100000001       
131.0103            	PRESTAMOS A LA VISTA-VIGENTES-ZONA SUR-M/N                                                                                                            	1310100000001       
131.0104            	PRESTAMOS A LA VISTA-VIGENTES-ZONA ORIENTE-M/N                                                                                                        	1310100000001       
131.0105            	PRESTAMOS A LA VISTA-VIGENTES-ZONA OCCIDENTE-M/N                                                                                                      	1310100000001       
131.04              	DOCUMENTOS DESCONTADOS                                                                                                                                	1310400000000       
131.0401            	DOCUMENTOS DESCONTADOS-VIGENTES-ZONA CENTRO-M/N                                                                                                       	1310400000001       
131.0402            	DOCUMENTOS DESCONTADOS-VIGENTES-ZONA NORTE-M/N                                                                                                        	1310400000001       
131.0403            	DOCUMENTOS DESCONTADOS-VIGENTES-ZONA SUR-M/N                                                                                                          	1310400000001       
131.0404            	DOCUMENTOS DESCONTADOS-VIGENTES-ZONA ORIENTE-M/N                                                                                                      	1310400000001       
131.0405            	DOCUMENTOS DESCONTADOS-VIGENTES-ZONA OCCIDENTE-M/N                                                                                                    	1310400000001       
131.05              	PRESTAMOS FIDUCIARIOS                                                                                                                                 	1310500000000       
131.0501            	PRESTAMOS FIDUCIARIOS                                                                                                                                 	1310501000000       
131.050101          	PRESTAMOS FIDUCIARIOS-ZONA CENTRO                                                                                                                     	1310501010001       
131.050102          	PRESTAMOS FIDUCIARIOS-ZONA NORTE                                                                                                                      	1310501020001       
131.050103          	PRESTAMOS FIDUCIARIOS-ZONA SUR                                                                                                                        	1310501030001       
131.050104          	PRESTAMOS FIDUCIARIOS-ZONA ORIENTE                                                                                                                    	1310501040001       
131.050105          	PRESTAMOS FIDUCIARIOS-ZONA OCCIDENTE                                                                                                                  	1310501050001       
131.0502            	PROGRAMA OPCIONAL PARA LA CONSOLIDACION DE DEUDA                                                                                                      	1310502000000       
131.050201          	PRESTAMOS INDIVIDUALES                                                                                                                                	1310502010000       
131.06              	PRESTAMOS CON GARANTIA ACCESORIA                                                                                                                      	1310600000000       
131.0601            	GARANTIA ACCESORIA-VIGENTES-ZONA CENTRO-M/N                                                                                                           	1310600000001       
131.0602            	GARANTIA ACCESORIA-VIGENTES-ZONA NORTE-M/N                                                                                                            	1310600000001       
131.0603            	GARANTIA ACCESORIA-VIGENTES-ZONA SUR-M/N                                                                                                              	1310600000001       
131.0604            	GARANTIA ACCESORIA-VIGENTES-ZONA ORIENTE-M/N                                                                                                          	1310600000001       
131.0605            	GARANTIA ACCESORIA-VIGENTES-ZONA OCCIDENTE-M/N                                                                                                        	1310600000001       
131.07              	PRESTAMOS PRENDARIOS                                                                                                                                  	1310700000000       
131.0701            	PRESTAMOS PRENDARIOS-VIGENTES-ZONA CENTRO-SPS                                                                                                         	1310700010001       
131.0702            	PRESTAMOS PRENDARIOS-VIGENTES-ZONA NORTE-M/N                                                                                                          	1310700020001       
131.0703            	PRESTAMOS PRENDARIOS-VIGENTES-ZONA SUR-M/N                                                                                                            	1310700030001       
131.0704            	PRESTAMOS PRENDARIOS-VIGENTES-ZONA ORIENTE-M/N                                                                                                        	1310700040001       
131.0705            	PRESTAMOS PRENDARIOS-VIGENTES-ZONA OCCIDENTE-M/N                                                                                                      	1310700050001       
131.1               	PRESTAMOS HIPOTECARIOS                                                                                                                                	1311000000000       
131.1001            	PRESTAMOS HIPOTECARIOS PARA VIVIENDA                                                                                                                  	1311001000000       
131.100101          	PTMOS.HIPOTECARIOS VIVIENDA-VIGENTES-ZONA CENTRO-M/N                                                                                                  	1311001000001       
131.100102          	PTMOS.HIPOTECARIOS VIVIENDA-VIGENTES-ZONA NORTE-M/N                                                                                                   	1311001000001       
